address;neighborhood;price;days_in_market;expenses;util;n_rooms;n_bathrooms;parking
Asa Norte, Brasília;Asa Norte;2300.0;1.0;630.0;85.0;3.0;2.0;
QL 22 Conjunto 2 ,  Lago Sul, Brasília;Lago Sul;9000.0;365.0;;400.0;4.0;5.0;3.0
Asa Sul, Brasília;Asa Sul;2100.0;73.0;;52.0;;1.0;1.0
BRASIL 21 - ASA SUL 02 salas juntas, mobiliada com armários e mesas, pronta para usar. Situado às margens do eixo monumental e a 13km do aeroporto JK, o Complexo Brasil 21 possui localização privilegiada.,  Asa Sul, Brasília;Asa Sul;3999.0;31.0;1456.0;58.0;;1.0;
Complexo de Comercio e Hotéis juntos   um dos melhores de BSB - frente torre de TV e lateral com diversos SHOPPING ços e facilidades para que seu passeio seja perfeito, como: heliponto, lavanderia, sauna, piscina, valet, wi-fi, benefícios para os condôminos, etc.,  Asa Sul, Brasília;Asa Sul;999.0;127.0;817.0;33.0;;1.0;
Rua 10 De frente a Magnus Burguer - Frente a Avenida Principal - Diversos tamanhos,  Vicente Pires, Vicente Pires;Vicente Pires;1299.0;365.0;;50.0;;1.0;
Samambaia Sul, Samambaia;Samambaia Sul;599.0;288.0;;45.0;;;
EQN 502/503 Asa Norte,  Asa Norte, Brasília;Asa Norte;750000.0;365.0;;10500.0;;;198.0
Ra 10 De frente Magnus Burguer - Avenida Principal - Tamanhos Variados,  Vicente Pires, Vicente Pires;Vicente Pires;1299.0;365.0;;85.0;;1.0;
Disp. Dia 26-06-2020.02 quartos Semi Mobiliado. Centro de Brasília aonde tudo pode acontecer. Bonaparte Hotel Asa Sul DF,  Asa Sul, Brasília;Asa Sul;4100.0;365.0;;151.0;2.0;3.0;
Conjunto de sala comercial. Em área Nobre de Brasília. Centro Comercial Deck Norte - Lago Norte DF,  Lago Norte, Brasília;Lago Norte;2999.0;35.0;819.0;79.0;;3.0;
Galpão - Riacho Fundo,  Setor Placa da Mercedes, Núcleo Bandeirante;Setor Placa da Mercedes;11999.0;171.0;;1000.0;;;
Centro, Taguatinga;Centro;3000.0;365.0;;200.0;;3.0;
Asa Norte, Brasília;Asa Norte;2500.0;365.0;1000.0;55.0;;1.0;
Centro, Brasília;Centro;1200.0;1.0;;25.0;;1.0;
Areal, Águas Claras;Areal;30000.0;3.0;;1100.0;;6.0;18.0
Centro, Brasília;Centro;30000.0;3.0;;1100.0;;6.0;16.0
CLN 110 Bloco A,  Asa Norte, Brasília;Asa Norte;3200.0;316.0;1200.0;90.0;;2.0;
SCN Quadra 05 Bloco A Brasília Shopping And Towers,  Asa Norte, Brasília;Asa Norte;9300.0;316.0;3306.0;206.0;;2.0;2.0
Quadra 16 lote 74 ,  Setor Leste, Gama;Setor Leste;850.0;268.0;;60.0;2.0;2.0;
Areal, Águas Claras;Areal;1200.0;317.0;;33.0;;;
Quadra SGAS 910 0,  Asa Sul, Brasília;Asa Sul;900.0;315.0;358.0;25.0;1.0;1.0;
Asa Norte, Brasília;Asa Norte;1250.0;1.0;494.0;30.0;;0.0;
CLS 302 Bloco  Asa Sul,  Asa Sul, Brasília;Asa Sul;22000.0;116.0;;320.0;;4.0;
Guara II, Guará;Guara II;3000.0;50.0;;400.0;;2.0;6.0
QRSW 2/3,  Sudoeste, Brasília;Sudoeste;900.0;4.0;346.0;30.0;1.0;1.0;1.0
Itapoã, Aparecida de Goiânia;Itapoã;1600.0;175.0;;5000.0;3.0;2.0;30.0
Setor Central, Gama;Setor Central;2810.0;321.0;;107.0;;0.0;
Excelente sala comercial - SCS  Ponto estratégico de esquina,  Asa Sul, Brasília;Asa Sul;499.0;329.0;250.0;30.0;;1.0;
SHIS QI 15, BLOCO O, LAGO SUL, BRASÍLIA/ DF VICTORIA MEDICAL CENTER,  Lago Sul, Brasília;Lago Sul;50000.0;161.0;4700.0;500.0;;5.0;
Aguas Sul, Águas Claras;Aguas Sul;1150.0;163.0;242.0;27.0;;1.0;1.0
Taguatinga Centro, Taguatinga;Taguatinga Centro;750.0;325.0;405.0;24.0;;1.0;
Taguatinga Norte, Taguatinga;Taguatinga Norte;950.0;325.0;380.0;34.0;;1.0;1.0
Asa Sul, Brasília;Asa Sul;50000.0;111.0;;577.0;;0.0;10.0
vista park sul,  Park Sul, Brasília;Park Sul;1800.0;22.0;639.0;27.0;1.0;1.0;1.0
Setor Oeste, Goiânia;Setor Oeste;600.0;315.0;145.0;30.0;;1.0;
Setor Oeste, Goiânia;Setor Oeste;650.0;315.0;300.0;42.0;;1.0;
Vila Brasília, Aparecida de Goiânia;Vila Brasília;3550.0;315.0;336.0;42.0;;1.0;
Nova Suica, Goiânia;Nova Suica;4400.0;315.0;;102.0;;1.0;
Jardim América, Goiânia;Jardim América;880.0;315.0;450.0;25.0;;1.0;
Jardim América, Goiânia;Jardim América;880.0;315.0;450.0;25.0;;1.0;
Setor Oeste, Goiânia;Setor Oeste;550.0;315.0;398.0;35.0;;1.0;
Vila Brasília, Aparecida de Goiânia;Vila Brasília;1550.0;315.0;412.0;52.0;;1.0;
Centro, Aparecida de Goiânia;Centro;2100.0;315.0;;87.0;;1.0;
Internacional Park, Aparecida de Goiânia;Internacional Park;3060.0;315.0;267.0;1330.0;;1.0;
Vila Brasília, Aparecida de Goiânia;Vila Brasília;2110.0;308.0;183.0;91.0;;1.0;
Setor Oeste, Goiânia;Setor Oeste;900.0;129.0;145.0;30.0;;1.0;
Setor Sul, Goiânia;Setor Sul;590.0;128.0;65.0;42.0;;1.0;
Aguas Sul, Águas Claras;Aguas Sul;650.0;323.0;375.0;30.0;1.0;0.0;
Asa Norte, Brasília;Asa Norte;1100.0;323.0;790.0;35.0;;1.0;
Asa Sul, Brasília;Asa Sul;500.0;217.0;284.0;28.0;;;
Jardim América, Goiânia;Jardim América;600.0;315.0;;30.0;;1.0;
Centro, Jataí;Centro;1700.0;331.0;;;3.0;1.0;
SIA QUADRA 4-C (UNIDADE 205),  Sia, Setor Industrial;Sia;900.0;115.0;;32.0;;;
Asa Sul, Brasília;Asa Sul;240.0;1.0;;25.0;;;3.0
Ceilandia Norte, Ceilândia;Ceilandia Norte;680.0;154.0;;25.0;1.0;1.0;
Asa Norte, Brasília;Asa Norte;800.0;233.0;;34.0;1.0;1.0;
LAKE SIDE 2,  Asa Norte, Brasília;Asa Norte;1400.0;53.0;825.0;38.0;1.0;1.0;1.0
SHS Quadra 06 Complexo Brasil 21,  Asa Sul, Brasília;Asa Sul;1600.0;323.0;836.0;33.0;;1.0;
SCN Q.1 BLOCO E ED. CENTRAL PARK SALA 1905,  Asa Norte, Brasília;Asa Norte;800.0;323.0;602.0;35.0;;1.0;2.0
SHS Quadra 06 Bloco E, Asa Sul, Brasília Complexo Brasil 21 ,  Asa Sul, Brasília;Asa Sul;3340.0;323.0;1654.0;65.0;;2.0;
SIA QUADRA 4-C (UNIDADE 205),  Sia, Setor Industrial;Sia;900.0;115.0;;32.0;;;
Asa Sul, Brasília;Asa Sul;240.0;1.0;;25.0;;;3.0
Ceilandia Norte, Ceilândia;Ceilandia Norte;680.0;154.0;;25.0;1.0;1.0;
Asa Norte, Brasília;Asa Norte;800.0;233.0;;34.0;1.0;1.0;
LAKE SIDE 2,  Asa Norte, Brasília;Asa Norte;1400.0;53.0;825.0;38.0;1.0;1.0;1.0
SHS Quadra 06 Complexo Brasil 21,  Asa Sul, Brasília;Asa Sul;1600.0;323.0;836.0;33.0;;1.0;
SCN Q.1 BLOCO E ED. CENTRAL PARK SALA 1905,  Asa Norte, Brasília;Asa Norte;800.0;323.0;602.0;35.0;;1.0;2.0
SHS Quadra 06 Bloco E, Asa Sul, Brasília Complexo Brasil 21 ,  Asa Sul, Brasília;Asa Sul;3340.0;323.0;1654.0;65.0;;2.0;
Taguatinga Sul, Taguatinga;Taguatinga Sul;903.0;323.0;;26.0;;1.0;1.0
Taguatinga Sul, Taguatinga;Taguatinga Sul;21682.0;323.0;;619.0;;0.0;18.0
SQSW 302 Bloco b cobertura de canto,  Sudoeste, Brasília;Sudoeste;35000.0;322.0;2860.0;524.0;4.0;6.0;4.0
Quadra CSG 5,  Taguatinga Sul, Taguatinga;Taguatinga Sul;12550.0;287.0;;965.0;;;
Quadra CSG 5,  Taguatinga Sul, Taguatinga;Taguatinga Sul;18850.0;287.0;;1420.0;;;
SGAN 914, ,  Asa Norte, Brasília;Asa Norte;1000.0;182.0;292.0;28.0;1.0;1.0;1.0
SRTVN ,  Asa Norte, Brasília;Asa Norte;3300.0;51.0;1328.0;61.0;;1.0;
Lago Sul, Brasília;Lago Sul;8500.0;196.0;650.0;380.0;4.0;5.0;3.0
Asa Norte, Brasília;Asa Norte;11700.0;324.0;3000.0;162.0;;2.0;
QRSW 2/3,  Sudoeste, Brasília;Sudoeste;900.0;4.0;346.0;30.0;1.0;1.0;1.0
Vila Brasília, Aparecida de Goiânia;Vila Brasília;800.0;0.0;300.0;60.0;2.0;2.0;1.0
"SHS QUADRA 6 CONJUNTO A BLOCO ""A"",  Asa Sul, Brasília";Asa Sul;15700.0;320.0;3665.0;157.0;;3.0;
Sia, Setor Industrial;Sia;900.0;134.0;376.0;40.0;;1.0;1.0
SDS BLOCO O NR 39 VENÂNCIO VI,  Setor De Diversoes Sul, Brasília;Setor De Diversoes Sul;350.0;254.0;240.0;26.0;;1.0;
Asa Norte, Brasília;Asa Norte;600.0;64.0;299.0;23.0;;;
Asa Norte, Brasília;Asa Norte;2880.0;99.0;;52.0;1.0;1.0;
"SHS QUADRA 6 CONJUNTO A BLOCO ""A"",  Asa Sul, Brasília";Asa Sul;11046.0;320.0;2578.0;110.0;;3.0;
"SHS QUADRA 6 CONJUNTO A BLOCO ""E"",  Asa Sul, Brasília";Asa Sul;2817.0;320.0;889.0;35.0;;1.0;
"SHS QUADRA 6 CONJUNTO A BLOCO ""E"",  Asa Sul, Brasília";Asa Sul;11641.0;320.0;3269.0;129.0;;2.0;
Vicente Pires, Vicente Pires;Vicente Pires;1800.0;319.0;100.0;100.0;;3.0;4.0
Condminio Solar de Brasília,  Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;6000.0;255.0;540.0;280.0;4.0;4.0;4.0
SHIS QL 16,  Lago Sul, Brasília;Lago Sul;18000.0;314.0;;560.0;4.0;0.0;3.0
R Copaíba ,  Centro, Brasília;Centro;1500.0;55.0;459.0;44.0;1.0;1.0;1.0
Sia, Setor Industrial;Sia;4500.0;3.0;735.0;105.0;;2.0;1.0
QUADRA CLN 316 BLOCO D,  Asa Norte, Brasília;Asa Norte;650.0;56.0;;35.0;;1.0;
SRTVN,  Setor De Radio E Televisao Norte, Brasília;Setor De Radio E Televisao Norte;500.0;275.0;;28.0;;1.0;
Centro, Ceilândia;Centro;900.0;275.0;;30.0;;1.0;
Guara II, Guará;Guara II;8000.0;1.0;;325.0;3.0;4.0;1.0
Guara II, Guará;Guara II;8000.0;1.0;;325.0;3.0;4.0;5.0
EDIFÍCIO VICTÓRIA OFFICE TOWER 12º,  Setor De Autarquias Sul, Brasília;Setor De Autarquias Sul;2000.0;191.0;818.0;54.0;;2.0;
EDIFÍCIO VICTÓRIA OFFICE TOWER 12º,  Setor De Autarquias Sul, Brasília;Setor De Autarquias Sul;4000.0;7.0;1651.0;109.0;;3.0;
Galpão em Sobreloja  rua do Piratas ao lado do Sudoeste,  Setor De Industrias, Brasília;Setor De Industrias;3000.0;274.0;;200.0;;2.0;
QUADRA CLN 316 BLOCO D,  Asa Norte, Brasília;Asa Norte;650.0;56.0;;35.0;;1.0;
SRTVN,  Setor De Radio E Televisao Norte, Brasília;Setor De Radio E Televisao Norte;500.0;275.0;;28.0;;1.0;
Centro, Ceilândia;Centro;900.0;275.0;;30.0;;1.0;
Guara II, Guará;Guara II;8000.0;1.0;;325.0;3.0;4.0;1.0
Guara II, Guará;Guara II;8000.0;1.0;;325.0;3.0;4.0;5.0
EDIFÍCIO VICTÓRIA OFFICE TOWER 12º,  Setor De Autarquias Sul, Brasília;Setor De Autarquias Sul;2000.0;191.0;818.0;54.0;;2.0;
EDIFÍCIO VICTÓRIA OFFICE TOWER 12º,  Setor De Autarquias Sul, Brasília;Setor De Autarquias Sul;4000.0;7.0;1651.0;109.0;;3.0;
Galpão em Sobreloja  rua do Piratas ao lado do Sudoeste,  Setor De Industrias, Brasília;Setor De Industrias;3000.0;274.0;;200.0;;2.0;
Centro, Formosa;Centro;1800.0;105.0;;90.0;2.0;0.0;2.0
Jardim Buriti Sereno, Aparecida de Goiânia;Jardim Buriti Sereno;800.0;0.0;;3159.0;;1.0;
Sobradinho, Sobradinho;Sobradinho;160000.0;160.0;;60.0;;40.0;
Setor de Autarquias Sul Q 03,  Setor De Autarquias Sul, Brasília;Setor De Autarquias Sul;3100.0;48.0;;48.0;;2.0;1.0
Centro, Rio Verde;Centro;1300.0;281.0;1300.0;122.0;3.0;;
Centro, Rio Verde;Centro;1300.0;281.0;;133.0;3.0;;2.0
Quadra SQSW 104 Bloco K 0,  Sudoeste, Brasília;Sudoeste;12000.0;142.0;4000.0;440.0;4.0;6.0;4.0
SMPW quadra 04 ,  Park Way, Brasília;Park Way;15000.0;277.0;800.0;700.0;4.0;8.0;4.0
Scn Quadra 1 ,  Asa Norte, Brasília;Asa Norte;13000.0;22.0;8431.0;595.0;;2.0;1.0
Taguatinga Sul, Taguatinga;Taguatinga Sul;9000.0;277.0;;300.0;;2.0;4.0
SRTVS BLOCO E LOTES 1/3 ED PALÁCIO DO RÁDIO 3 MÊSES DE CARÊNCIA,  Asa Sul, Brasília;Asa Sul;1700.0;287.0;750.0;65.0;;2.0;
QD Crnw 510 ,  Noroeste, Brasília;Noroeste;8000.0;21.0;;107.0;;;
Setor Oeste, Goiânia;Setor Oeste;19000.0;286.0;;520.0;;5.0;
QNP 15 CONJUNTO R,  Ceilandia Norte, Ceilândia;Ceilandia Norte;980.0;36.0;;120.0;3.0;2.0;1.0
Região Dos Lagos, Sobradinho;Região Dos Lagos;1600.0;1.0;;70.0;3.0;1.0;
Asa Norte, Brasília;Asa Norte;5200.0;284.0;1195.0;74.0;;2.0;
Vila Bela, Goiânia;Vila Bela;1000.0;295.0;360.0;58.0;2.0;1.0;1.0
Condomínio Cidade Empresarial, Aparecida de Goiânia;Condomínio Cidade Empresarial;650.0;295.0;370.0;34.0;;1.0;
Centro, Goiânia;Centro;900.0;295.0;;70.0;2.0;1.0;10.0
Vila Jaraguá, Goiânia;Vila Jaraguá;750.0;295.0;360.0;99.0;3.0;2.0;1.0
Vila Bela, Goiânia;Vila Bela;1200.0;295.0;;40.0;2.0;1.0;
Vila Bela, Goiânia;Vila Bela;1400.0;295.0;;60.0;2.0;1.0;
Vila Bela, Goiânia;Vila Bela;1600.0;295.0;;40.0;;1.0;
Jardim América, Goiânia;Jardim América;4500.0;295.0;;282.0;3.0;2.0;4.0
Vila Bela, Goiânia;Vila Bela;1200.0;295.0;;42.0;1.0;1.0;
RUA HONÓRIO LOBO,  Centro, Formosa;Centro;1100.0;42.0;;200.0;3.0;1.0;1.0
Lago Norte, Brasília;Lago Norte;1800.0;298.0;130.0;30.0;;1.0;
SHS QUADRA 2 BLOCO J 16º andar,  Asa Sul, Brasília;Asa Sul;8000.0;298.0;2908.0;170.0;0.0;3.0;2.0
Asa Norte, Brasília;Asa Norte;1100.0;4.0;315.0;35.0;1.0;1.0;
Ceilandia Norte, Ceilândia;Ceilandia Norte;1500.0;297.0;;200.0;3.0;;2.0
SRTVS - Excelente Sala no coração de Bsb,  Asa Sul, Brasília;Asa Sul;4600.0;155.0;2448.0;209.0;;3.0;
Asa Sul, Brasília;Asa Sul;35500.0;283.0;7110.0;888.0;;3.0;8.0
QD 301 CONJUNTO 16,  Aguas Norte, Águas Claras;Aguas Norte;1000.0;1.0;520.0;61.0;2.0;1.0;1.0
Asa Norte, Brasília;Asa Norte;700.0;134.0;160.0;35.0;1.0;1.0;
Asa Norte, Brasília;Asa Norte;800.0;134.0;180.0;18.0;;0.0;
Asa Sul, Brasília;Asa Sul;1250.0;134.0;;25.0;;0.0;
Asa Sul, Brasília;Asa Sul;400.0;134.0;350.0;32.0;;0.0;
SCS Quadra 3,  Asa Sul, Brasília;Asa Sul;5000.0;0.0;;160.0;;0.0;
QD Shn Quadra 2 302,  Asa Norte, Brasília;Asa Norte;13000.0;56.0;5064.0;383.0;;;5.0
QUADRA 2 CONJUNTO A LOTE  42,  Setor Residencial Leste, Planaltina;Setor Residencial Leste;1200.0;162.0;120.0;70.0;2.0;1.0;
Asa Sul, Brasília;Asa Sul;1600.0;282.0;;38.0;;;1.0
Lago Norte, Brasília;Lago Norte;12500.0;217.0;;1900.0;5.0;7.0;4.0
SGAN 601 BLOCO H SALAS DE COWORKING ,  Asa Norte, Brasília;Asa Norte;5500.0;28.0;1578.0;110.0;;0.0;2.0
Asa Norte, Brasília;Asa Norte;900.0;0.0;340.0;30.0;;1.0;
Scn Quadra 1 ,  Asa Norte, Brasília;Asa Norte;12000.0;22.0;8305.0;595.0;;2.0;1.0
QD Qnp 32 ,  Ceilandia Sul, Ceilândia;Ceilandia Sul;800.0;142.0;;26.0;2.0;1.0;1.0
Scn Quadra 1 ,  Asa Norte, Brasília;Asa Norte;10950.0;22.0;8431.0;595.0;;2.0;1.0
Centro, Vicente Pires;Centro;750.0;276.0;50.0;30.0;1.0;;1.0
Vila Brasília Complemento, Aparecida de Goiânia;Vila Brasília Complemento;1050.0;240.0;385.0;35.0;;1.0;
Centro, Taguatinga;Centro;750.0;273.0;270.0;40.0;;1.0;
Aguas Norte, Águas Claras;Aguas Norte;800.0;53.0;240.0;36.0;1.0;1.0;1.0
Vila Brasília Complemento, Aparecida de Goiânia;Vila Brasília Complemento;1100.0;150.0;385.0;35.0;;1.0;
QS 1 RUA 212 Connect Towers,  Taguatinga Sul, Taguatinga;Taguatinga Sul;1600.0;235.0;;40.0;;1.0;1.0
Jardim América, Goiânia;Jardim América;4500.0;0.0;;184.0;5.0;4.0;2.0
Taguatinga Norte, Taguatinga;Taguatinga Norte;870.0;268.0;;50.0;2.0;1.0;
SHIS QI 23 ,  Lago Sul, Brasília;Lago Sul;7000.0;270.0;;600.0;3.0;4.0;5.0
Centro, Formosa;Centro;650.0;16.0;;148.0;2.0;1.0;1.0
QI 01 Bloco A ,  Guara I, Guará;Guara I;1950.0;269.0;;90.0;;0.0;
Centro, Brasília;Centro;800.0;1.0;299.0;27.0;1.0;1.0;1.0
SGAS 616,  Asa Sul, Brasília;Asa Sul;1700.0;23.0;394.0;31.0;;0.0;
SGAS 616,  Asa Sul, Brasília;Asa Sul;5570.0;25.0;646.0;101.0;;1.0;2.0
SGAS 616,  Asa Sul, Brasília;Asa Sul;15775.0;25.0;1555.0;287.0;;2.0;2.0
SGAS 616,  Asa Sul, Brasília;Asa Sul;1730.0;90.0;236.0;31.0;;1.0;1.0
QNG Áreas Especiais 08-09 e 45,  Taguatinga Norte, Taguatinga;Taguatinga Norte;320000.0;266.0;;15801.0;;;108.0
Asa Sul, Brasília;Asa Sul;1300.0;118.0;472.0;53.0;;;
QE Lucio Costa, Guará;QE Lucio Costa;2200.0;263.0;;45.0;;1.0;
SGAS 915 Lote 68 Conjunto O Sala 233,  Asa Sul, Brasília;Asa Sul;2700.0;128.0;821.0;55.0;;1.0;1.0
CLN 212 BLOCO B,  Asa Norte, Brasília;Asa Norte;664.0;90.0;300.0;27.0;1.0;1.0;
SGAS 616,  Asa Sul, Brasília;Asa Sul;1683.0;90.0;462.0;31.0;;1.0;1.0
SGAS 616,  Asa Sul, Brasília;Asa Sul;1786.0;23.0;365.0;32.0;;1.0;
SGAS 616,  Asa Sul, Brasília;Asa Sul;13256.0;90.0;1347.0;241.0;;1.0;1.0
SGAS 616,  Asa Sul, Brasília;Asa Sul;1786.0;90.0;243.0;32.0;;1.0;1.0
Asa Sul, Brasília;Asa Sul;1300.0;118.0;472.0;53.0;;;
QE Lucio Costa, Guará;QE Lucio Costa;2200.0;263.0;;45.0;;1.0;
SGAS 915 Lote 68 Conjunto O Sala 233,  Asa Sul, Brasília;Asa Sul;2700.0;128.0;821.0;55.0;;1.0;1.0
CLN 212 BLOCO B,  Asa Norte, Brasília;Asa Norte;664.0;90.0;300.0;27.0;1.0;1.0;
SGAS 616,  Asa Sul, Brasília;Asa Sul;1683.0;90.0;462.0;31.0;;1.0;1.0
SGAS 616,  Asa Sul, Brasília;Asa Sul;1786.0;23.0;365.0;32.0;;1.0;
SGAS 616,  Asa Sul, Brasília;Asa Sul;13256.0;90.0;1347.0;241.0;;1.0;1.0
SGAS 616,  Asa Sul, Brasília;Asa Sul;1786.0;90.0;243.0;32.0;;1.0;1.0
SGAS 616,  Asa Sul, Brasília;Asa Sul;1765.0;23.0;406.0;33.0;;0.0;
SGAS 616,  Asa Sul, Brasília;Asa Sul;1790.0;25.0;404.0;33.0;;1.0;
SGAS 616,  Asa Sul, Brasília;Asa Sul;1730.0;90.0;236.0;31.0;;1.0;1.0
SGAS 616,  Asa Sul, Brasília;Asa Sul;1765.0;23.0;406.0;33.0;;1.0;
QE Lucio Costa, Guará;QE Lucio Costa;2500.0;263.0;;40.0;;1.0;
QE Lucio Costa, Guará;QE Lucio Costa;1700.0;263.0;;45.0;;1.0;
QE Lucio Costa, Guará;QE Lucio Costa;3700.0;263.0;;300.0;;2.0;
Centro Comercial Bloco D,  Cruzeiro Velho, Cruzeiro;Cruzeiro Velho;800.0;25.0;282.0;26.0;;1.0;
Asa Sul, Brasília;Asa Sul;4800.0;302.0;740.0;62.0;;2.0;1.0
Taguatinga Sul, Taguatinga;Taguatinga Sul;5000.0;46.0;2085.0;230.0;;2.0;
Flat - Saint Paul Plaza - Cond.TV á cabo e IPTU incluso - limpeza diária - Mobilia,  Asa Sul, Brasília;Asa Sul;1900.0;72.0;;42.0;1.0;1.0;
Asa Sul, Brasília;Asa Sul;1500.0;302.0;1070.0;110.0;;1.0;
Ipiranga, Goiânia;Ipiranga;4950.0;302.0;;320.0;;1.0;
QD Scs Quadra 1 1107,  Asa Sul, Brasília;Asa Sul;450.0;56.0;250.0;29.0;;;
QD Cls 208 16,  Asa Sul, Brasília;Asa Sul;7950.0;56.0;;210.0;;;
SETOR Srtvs 401,  Asa Sul, Brasília;Asa Sul;750.0;56.0;300.0;38.0;;;
QD Cln 3 9,  Riacho Fundo, Riacho Fundo;Riacho Fundo;500.0;305.0;142.0;30.0;;;
SETOR Srtvs 325,  Asa Sul, Brasília;Asa Sul;750.0;56.0;431.0;36.0;;;
Asa Norte, Brasília;Asa Norte;77400.0;40.0;8460.0;900.0;;;9.0
SHTN TRECHO 1,  Asa Norte, Brasília;Asa Norte;2550.0;304.0;750.0;40.0;1.0;1.0;1.0
Taguatinga Norte, Taguatinga;Taguatinga Norte;1400.0;304.0;;72.0;3.0;1.0;1.0
RUA 4A CHÁCARA 108 1,  Vicente Pires, Vicente Pires;Vicente Pires;1200.0;191.0;150.0;50.0;;;
RUA 5 CHÁCARA 101/1,  Vicente Pires, Vicente Pires;Vicente Pires;750.0;197.0;;40.0;1.0;1.0;1.0
RUA RUA 5 CHÁCARA 115 1,  Vicente Pires, Vicente Pires;Vicente Pires;5900.0;216.0;170.0;280.0;;2.0;
QD Sofn Quadra 2 39,  Setor De Industrias, Brasília;Setor De Industrias;4500.0;56.0;;345.0;;;
Lago Sul, Brasília;Lago Sul;11900.0;307.0;;750.0;5.0;;5.0
Lago Norte, Brasília;Lago Norte;13000.0;305.0;;633.0;5.0;5.0;10.0
Asa Norte, Brasília;Asa Norte;850.0;114.0;300.0;34.0;;1.0;
Aguas Norte, Águas Claras;Aguas Norte;29820.0;241.0;7810.0;710.0;;10.0;10.0
Asa Norte, Brasília;Asa Norte;950.0;4.0;;42.0;1.0;1.0;
SAAN QUADRA 1,  Setor De Industrias, Brasília;Setor De Industrias;14000.0;0.0;;680.0;;;
SETOR SMAS TRECHO 3 LOTE 4 E 6  BLOCO B SALA 104 THE UNION,  Setores Complementares, Brasília;Setores Complementares;1250.0;5.0;301.0;31.0;;1.0;1.0
Brasília Shopping,  Setor Comercial Norte, Brasília;Setor Comercial Norte;1800.0;301.0;570.0;31.0;;1.0;
Asa Sul, Brasília;Asa Sul;3500.0;301.0;412.0;36.0;;1.0;
SGAS 915 Lote 69/70, Centro Clínico Advance 1 consultorio 2,  Asa Sul, Brasília;Asa Sul;1000.0;28.0;;12.0;;1.0;
Seps 714/914 ,  Asa Sul, Brasília;Asa Sul;950.0;13.0;368.0;33.0;;;
Setor Campinas, Goiânia;Setor Campinas;1550.0;128.0;;85.0;;3.0;
Setor Sul, Goiânia;Setor Sul;590.0;315.0;65.0;42.0;;1.0;
Jardim América, Goiânia;Jardim América;1050.0;315.0;450.0;25.0;;1.0;
Setor Oeste, Goiânia;Setor Oeste;1800.0;315.0;;45.0;;1.0;
SEPS 710/910, S/N - Asa Sul, Brasília - DF Centro Clínico Via Brasil,  Asa Sul, Brasília;Asa Sul;6000.0;161.0;1800.0;100.0;;3.0;
SCS QUADRA 1 BLOCO C LOTE 30,  Asa Sul, Brasília;Asa Sul;500.0;217.0;453.0;40.0;;;
QMSW 05,  Setor Sudoeste, Cruzeiro;Setor Sudoeste;7500.0;326.0;1612.0;155.0;;6.0;2.0
SMPW Quadra 5 Conjunto 8,  Park Way, Brasília;Park Way;15000.0;287.0;400.0;1000.0;3.0;;
Cnb 14 ,  Taguatinga Norte, Taguatinga;Taguatinga Norte;1600.0;22.0;120.0;38.0;;;
Asa Norte, Brasília;Asa Norte;1850.0;1.0;583.0;30.0;;1.0;
Asa Norte, Brasília;Asa Norte;1200.0;329.0;581.0;30.0;;0.0;
Vila Santa Maria, Jataí;Vila Santa Maria;1600.0;329.0;;;;4.0;
SCLRN 711 BLOCO A END 38 ,  Asa Norte, Brasília;Asa Norte;7000.0;8.0;;270.0;;4.0;
Setor Central, Gama;Setor Central;1810.0;321.0;;57.0;;0.0;
Setor Central, Gama;Setor Central;1810.0;321.0;;68.0;;0.0;
Asa Sul, Brasília;Asa Sul;1400.0;130.0;950.0;39.0;;1.0;1.0
Cnb 14 ,  Taguatinga Norte, Taguatinga;Taguatinga Norte;1600.0;22.0;120.0;38.0;;;
Asa Norte, Brasília;Asa Norte;1850.0;1.0;583.0;30.0;;1.0;
Asa Norte, Brasília;Asa Norte;1200.0;329.0;581.0;30.0;;0.0;
Vila Santa Maria, Jataí;Vila Santa Maria;1600.0;329.0;;;;4.0;
SCLRN 711 BLOCO A END 38 ,  Asa Norte, Brasília;Asa Norte;7000.0;8.0;;270.0;;4.0;
Setor Central, Gama;Setor Central;1810.0;321.0;;57.0;;0.0;
Setor Central, Gama;Setor Central;1810.0;321.0;;68.0;;0.0;
Asa Sul, Brasília;Asa Sul;1400.0;130.0;950.0;39.0;;1.0;1.0
SIG QUADRA 4 - Capital Financial Center,  Setor De Industrias, Brasília;Setor De Industrias;1300.0;1.0;532.0;33.0;;1.0;1.0
Centro, Brasília;Centro;3300.0;325.0;450.0;105.0;;;1.0
QUADRA SEPS 705/905,  Asa Sul, Brasília;Asa Sul;1460.0;16.0;;62.0;;2.0;
SHIS QI 15 ,  Lago Sul, Brasília;Lago Sul;25000.0;331.0;;600.0;5.0;9.0;10.0
Taguatinga Norte, Taguatinga;Taguatinga Norte;1200.0;29.0;;60.0;;1.0;
Setor Oeste, Goiânia;Setor Oeste;1050.0;0.0;640.0;116.0;3.0;2.0;1.0
CRS 502 - Ed. Brafer desocupado,  Asa Sul, Brasília;Asa Sul;1000.0;329.0;290.0;34.0;1.0;1.0;
CLNW 10/11 Bloco F,  Noroeste, Brasília;Noroeste;1811.0;4.0;468.0;45.0;0.0;1.0;1.0
QUADRA CLN 213,  Asa Norte, Brasília;Asa Norte;1100.0;217.0;;30.0;;1.0;
