address;neighborhood;price;days_in_market;expenses;util;n_rooms;n_bathrooms;parking
Trecho Sia Trecho 2 1,  Zona Industrial, Guará;Zona Industrial;35000.0;31.0;;328.0;;;5.0
Trecho SIA Trecho 2 5,  Zona Industrial, Guará;Zona Industrial;20000.0;31.0;;534.0;;;10.0
Setor Sul, Goiânia;Setor Sul;1600.0;29.0;;250.0;3.0;3.0;6.0
Quadra QSA 4 25,  Taguatinga Sul, Taguatinga;Taguatinga Sul;4600.0;2.0;;220.0;4.0;6.0;
Quadra CA 2 22,  Lago Norte, Brasília;Lago Norte;1500.0;184.0;328.0;51.0;;1.0;
Santa Maria, Santa Maria;Santa Maria;110000.0;13.0;;3960.0;;8.0;
Jardim América, Goiânia;Jardim América;680.0;29.0;75.0;34.0;;1.0;
Trecho SIA Trecho 2 6,  Zona Industrial, Guará;Zona Industrial;20000.0;31.0;;534.0;;;10.0
Trecho SIA Trecho 2 4,  Zona Industrial, Guará;Zona Industrial;20000.0;31.0;;534.0;;;10.0
Quadra QE 28 Conjunto P 0,  Guara II, Guará;Guara II;4500.0;172.0;;80.0;;;4.0
Trecho SIA Trecho 1 0,  Centro, Guará;Centro;1400.0;172.0;;35.0;;1.0;1.0
Asa Norte, Brasília;Asa Norte;12500.0;189.0;;500.0;;2.0;
Setor Bueno, Goiânia;Setor Bueno;3850.0;29.0;1200.0;215.0;4.0;4.0;2.0
Quadra CA 9 0,  Lago Norte, Brasília;Lago Norte;1100.0;114.0;421.0;30.0;1.0;1.0;1.0
Avenida Arniqueira Qs 01 0,  Areal, Águas Claras;Areal;250000.0;338.0;;7400.0;;;55.0
Jardim Goiás, Goiânia;Jardim Goiás;5200.0;310.0;650.0;166.0;4.0;5.0;2.0
Quadra QND 35 1,  Taguatinga Norte, Taguatinga;Taguatinga Norte;750.0;365.0;50.0;40.0;1.0;1.0;
Quadra CNA 1 12,  Taguatinga Norte, Taguatinga;Taguatinga Norte;1000.0;365.0;;70.0;2.0;1.0;
Taguatinga Norte, Taguatinga;Taguatinga Norte;1500.0;3.0;384.0;70.0;3.0;1.0;1.0
Trecho SIA Trecho 3 1,  Centro, Guará;Centro;150000.0;338.0;;7600.0;;;
QUADRA SQN 303,  Asa Norte, Brasília;Asa Norte;3500.0;164.0;772.0;94.0;3.0;;1.0
QUADRA SGAN 914 MÓDULO B,  Asa Norte, Brasília;Asa Norte;1100.0;0.0;245.0;36.0;1.0;1.0;
St. M Qnm 20,  Ceilandia Centro, Ceilândia;Ceilandia Centro;3000.0;0.0;;450.0;8.0;5.0;3.0
Shn Quadra 1 Conjunto A,  Asa Norte, Brasília;Asa Norte;1890.0;0.0;621.0;30.0;1.0;1.0;1.0
Rua 209-a,  Setor Leste Vila Nova, Goiânia;Setor Leste Vila Nova;800.0;0.0;350.0;81.0;3.0;1.0;1.0
Rua 12,  Setor Oeste, Goiânia;Setor Oeste;2000.0;0.0;650.0;100.0;3.0;2.0;1.0
Centro, Caldas Novas;Centro;1500.0;365.0;;300.0;2.0;2.0;4.0
RUA RUA 10 CHÁCARA 179,  Vicente Pires, Vicente Pires;Vicente Pires;1500.0;0.0;;60.0;;1.0;
CONDOMÍNIO ESTÂNCIA JARDIM BOTÂNICO,  Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;8500.0;0.0;578.0;530.0;4.0;;5.0
QUADRA SGAN 911 MÓDULO F,  Asa Norte, Brasília;Asa Norte;1000.0;336.0;332.0;25.0;1.0;1.0;1.0
Sagoca Lote 2 A 4 Torre C Edifício Jk,  Taguatinga Centro, Taguatinga;Taguatinga Centro;1400.0;0.0;350.0;63.0;3.0;2.0;1.0
Rua das Camélias,  Residencial Parque Oeste, Goiânia;Residencial Parque Oeste;1050.0;0.0;180.0;54.0;2.0;2.0;1.0
Csg 10,  Taguatinga Centro, Taguatinga;Taguatinga Centro;1300.0;0.0;;75.0;2.0;2.0;1.0
Quadra Qe 40 Conjunto D,  Centro, Guará;Centro;1000.0;0.0;160.0;44.0;2.0;1.0;
RUA RUA 5 CHÁCARA 101/1,  Vicente Pires, Vicente Pires;Vicente Pires;1300.0;0.0;;90.0;2.0;;1.0
QUADRA SHIS QI 29 BLOCO C,  Lago Sul, Brasília;Lago Sul;1200.0;0.0;207.0;34.0;;;
RUA RUA 3 CHÁCARA 81,  Vicente Pires, Vicente Pires;Vicente Pires;680.0;0.0;130.0;40.0;1.0;;
CONDOMÍNIO SOLAR DE BRASÍLIA,  Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;4700.0;2.0;540.0;200.0;4.0;3.0;
Rua Duque de Caxias,  Vila Jardim São Judas Tadeu, Goiânia;Vila Jardim São Judas Tadeu;633.0;0.0;175.0;31.0;1.0;1.0;1.0
Av. Parque Águas Claras Quadra 101 Lote 55 Bloco A Edifício Madison,  Centro, Brasília;Centro;1100.0;0.0;390.0;30.0;1.0;1.0;1.0
Rua Macaúba,  Centro, Brasília;Centro;710.0;0.0;340.0;38.0;1.0;1.0;
Rua C-149 Lt 14,  Setor Nova Suiça, Goiânia;Setor Nova Suiça;850.0;0.0;;85.0;2.0;1.0;2.0
Rua Dona Stela,  Centro, Goiânia;Centro;1500.0;0.0;250.0;54.0;2.0;2.0;1.0
Shn Quadra 1 Conjunto A,  Asa Norte, Brasília;Asa Norte;1683.0;0.0;712.0;31.0;1.0;1.0;1.0
Sgan 912 Módulo C,  Asa Norte, Brasília;Asa Norte;1280.0;0.0;354.0;32.0;1.0;1.0;1.0
Rua Babaçu,  Centro, Brasília;Centro;950.0;0.0;290.0;27.0;1.0;1.0;1.0
Qnm 38 Conjunto A2,  Taguatinga Centro, Taguatinga;Taguatinga Centro;750.0;0.0;;48.0;2.0;1.0;
Rua Dourados,  Parque Amazônia, Goiânia;Parque Amazônia;550.0;0.0;235.0;59.0;2.0;1.0;1.0
Quadra 101 Praça Tie,  Centro, Brasília;Centro;2400.0;0.0;660.0;82.0;3.0;3.0;1.0
SAUS Quadra 4 - Edifício Victoria Office Tower sala 210,  Asa Sul, Brasília;Asa Sul;1000.0;365.0;670.0;26.0;;;2.0
QUADRA SEPN 504 BLOCO C,  Asa Norte, Brasília;Asa Norte;950.0;0.0;600.0;38.0;;1.0;
Quadra EPTG-QE 2 0,  Quadras Economicas Lucio Costa, Guará;Quadras Economicas Lucio Costa;1400.0;35.0;;30.0;1.0;1.0;1.0
Setor Sul, Goiânia;Setor Sul;650.0;99.0;387.0;45.0;1.0;;
Serrinha, Goiânia;Serrinha;3500.0;62.0;1031.0;152.0;4.0;;
Setor Central, Goiânia;Setor Central;1100.0;99.0;;63.0;;;
Setor Bueno, Goiânia;Setor Bueno;1800.0;99.0;849.0;177.0;3.0;;
Setor Central, Goiânia;Setor Central;3100.0;99.0;;128.0;;;
Parque Industrial Paulista, Goiânia;Parque Industrial Paulista;990.0;99.0;342.0;75.0;2.0;;
Avenida Pau Brasil 11,  Aguas Norte, Águas Claras;Aguas Norte;40000.0;16.0;9000.0;609.0;;10.0;91.0
Lago Sul, Brasília;Lago Sul;28000.0;156.0;;745.0;5.0;6.0;6.0
Jardim América, Goiânia;Jardim América;4500.0;270.0;;293.0;4.0;5.0;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;3900.0;270.0;530.0;32.0;;;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;4200.0;270.0;530.0;34.0;;;
Ipiranga, Goiânia;Ipiranga;2200.0;56.0;;450.0;0.0;;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;3900.0;330.0;530.0;38.0;;;
Setor Bueno, Goiânia;Setor Bueno;160.0;330.0;;12.0;;;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;3900.0;56.0;530.0;50.0;;;
Setor Leste Universitário, Goiânia;Setor Leste Universitário;580.0;56.0;;40.0;1.0;;
Setor Marista, Goiânia;Setor Marista;600.0;99.0;360.0;20.0;;;
Setor Central, Goiânia;Setor Central;1880.0;330.0;;66.0;;;
Setor Marista, Goiânia;Setor Marista;1000.0;330.0;370.0;20.0;;;
Setor Central, Goiânia;Setor Central;1080.0;330.0;;39.0;;;
Setor Bueno, Goiânia;Setor Bueno;900.0;270.0;80.0;50.0;;;
Jardim Bela Vista, Aparecida de Goiânia;Jardim Bela Vista;550.0;270.0;251.0;55.0;2.0;;1.0
Ipiranga, Goiânia;Ipiranga;5800.0;270.0;;375.0;;;
Setor Marista, Goiânia;Setor Marista;600.0;270.0;;20.0;;;
Zona Rural, Goiânia;Zona Rural;12000.0;270.0;;300.0;0.0;;
Setor Coimbra, Goiânia;Setor Coimbra;3500.0;34.0;;435.0;;;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;3900.0;270.0;444.0;29.0;;;
Jardim Goiás, Goiânia;Jardim Goiás;650.0;270.0;;30.0;1.0;1.0;
Setor Norte Ferroviário, Goiânia;Setor Norte Ferroviário;3900.0;99.0;530.0;32.0;;;
Setor Marista, Goiânia;Setor Marista;600.0;99.0;360.0;18.0;;;
Setor Marista, Goiânia;Setor Marista;600.0;99.0;370.0;20.0;;;
Ilda, Aparecida de Goiânia;Ilda;4900.0;270.0;;408.0;;;
Setor Marista, Goiânia;Setor Marista;600.0;270.0;360.0;20.0;;;
Setor Central, Goiânia;Setor Central;800.0;270.0;;50.0;;;
Jardim América, Goiânia;Jardim América;1080.0;270.0;;25.0;;;
Setor dos Afonsos, Aparecida de Goiânia;Setor dos Afonsos;850.0;270.0;299.0;85.0;2.0;2.0;1.0
Parque Amazônia, Goiânia;Parque Amazônia;1100.0;270.0;539.0;59.0;2.0;2.0;2.0
Setor Oeste, Goiânia;Setor Oeste;650.0;270.0;343.0;80.0;2.0;;
Setor Marista, Goiânia;Setor Marista;600.0;270.0;360.0;18.0;;;
Setor Oeste, Goiânia;Setor Oeste;1300.0;270.0;444.0;63.0;;;1.0
Setor Sul, Goiânia;Setor Sul;1500.0;270.0;;106.0;;;
Setor Oeste, Goiânia;Setor Oeste;1150.0;270.0;472.0;33.0;;;1.0
Vila Mariana, Aparecida de Goiânia;Vila Mariana;2500.0;270.0;;841.0;0.0;;
Setor Central, Goiânia;Setor Central;800.0;94.0;371.0;100.0;2.0;2.0;
Avenida Pau Brasil 10,  Aguas Norte, Águas Claras;Aguas Norte;2300.0;12.0;120.0;62.0;;1.0;1.0
Setor Leste Universitário, Goiânia;Setor Leste Universitário;1400.0;87.0;;;0.0;;
Setor De Industria Graficas, Brasília;Setor De Industria Graficas;1500.0;2.0;1127.0;35.0;;1.0;1.0
Rua 18 Norte 0,  Aguas Norte, Águas Claras;Aguas Norte;1400.0;16.0;380.0;70.0;;1.0;
Rua da Astéria, Quadra 83,  Jardim Atlântico, Goiânia;Jardim Atlântico;2500.0;0.0;170.0;96.0;3.0;2.0;2.0
Avenida Pedro Paulo de Souza,  Setor Goiânia 2, Goiânia;Setor Goiânia 2;1000.0;0.0;200.0;71.0;3.0;2.0;1.0
Qmsw 5,  Sudoeste, Brasília;Sudoeste;1627.0;0.0;280.0;24.0;1.0;1.0;1.0
Rua T-36,  Setor Bueno, Goiânia;Setor Bueno;1800.0;0.0;220.0;39.0;1.0;1.0;1.0
Avenida Edmundo Pinheiro de Abreu,  Setor Bela Vista, Goiânia;Setor Bela Vista;1500.0;0.0;400.0;105.0;3.0;2.0;2.0
Sqn,  Asa Norte, Brasília;Asa Norte;2627.0;0.0;750.0;70.0;2.0;2.0;1.0
Ade Quadra,  Ceilandia Centro, Ceilândia;Ceilandia Centro;653.0;0.0;;70.0;2.0;2.0;
Avenida 136,  Setor Marista, Goiânia;Setor Marista;1250.0;0.0;448.0;145.0;3.0;2.0;2.0
Avenida 85,  Setor Marista, Goiânia;Setor Marista;821.0;0.0;500.0;74.0;2.0;2.0;
Primeira Avenida,  Setor Leste Universitário, Goiânia;Setor Leste Universitário;990.0;0.0;270.0;63.0;2.0;2.0;1.0
Rua C 82 Residencial Fox,  Setor Sudoeste, Goiânia;Setor Sudoeste;780.0;0.0;160.0;49.0;1.0;1.0;1.0
Rua C 52,  Setor Sudoeste, Goiânia;Setor Sudoeste;700.0;0.0;315.0;61.0;2.0;1.0;1.0
Qnm 38 Conjunto A2,  Taguatinga Centro, Taguatinga;Taguatinga Centro;800.0;0.0;;50.0;2.0;1.0;
Eptg Qe 1,  Centro, Guará;Centro;800.0;0.0;257.0;30.0;1.0;1.0;
Eptg Qe 01 Bloco A,  Centro, Guará;Centro;650.0;0.0;352.0;45.0;2.0;1.0;
Quadra 208 Praça Sabiá Lote 10 Bloco B,  Centro, Brasília;Centro;2300.0;0.0;450.0;78.0;3.0;3.0;2.0
Rua Canumã,  Jardim Atlântico, Goiânia;Jardim Atlântico;1037.0;0.0;167.0;56.0;2.0;2.0;1.0
Av. Pe. Orlando de Morais, Esq. Com Rua Nitéroi E Rua Expedicionário Goiano,  Jardim Atlântico, Goiânia;Jardim Atlântico;1208.0;0.0;360.0;65.0;3.0;1.0;1.0
Asa Sul, Brasília;Asa Sul;6000.0;0.0;;130.0;3.0;;1.0
Lago Sul, Brasília;Lago Sul;15000.0;31.0;;740.0;4.0;8.0;9.0
Quadra CLN 115 Bloco D,  Asa Norte, Brasília;Asa Norte;700.0;31.0;392.0;33.0;1.0;1.0;
Condominio Ville Montagne,  Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;8700.0;31.0;550.0;625.0;6.0;0.0;
Quadra SQS 211 Bloco D,  Asa Sul, Brasília;Asa Sul;6500.0;18.0;1400.0;190.0;4.0;0.0;
Quadra SGAN 906,  Asa Norte, Brasília;Asa Norte;850.0;0.0;;27.0;1.0;1.0;1.0
SHN Quadra 1 Bloco D,  Asa Norte, Brasília;Asa Norte;1500.0;28.0;770.0;34.0;;1.0;1.0
Quadra CNB 12,  Taguatinga Norte, Taguatinga;Taguatinga Norte;850.0;28.0;;68.0;2.0;1.0;
Quadra QE 34 Conjunto H,  Guara II, Guará;Guara II;3510.0;5.0;;180.0;5.0;2.0;4.0
Avenida das Castanheiras,  Aguas Norte, Águas Claras;Aguas Norte;1350.0;0.0;358.0;;;1.0;
Condominio Residencial MANSÕES COLORADO,  Grande Colorado, Sobradinho;Grande Colorado;3800.0;0.0;;300.0;3.0;4.0;6.0
Quadra SQSW 102,  Sudoeste, Brasília;Sudoeste;9000.0;9.0;2300.0;257.0;4.0;5.0;2.0
SMPW Quadra 18 Conjunto 5,  Park Way, Brasília;Park Way;6000.0;0.0;150.0;450.0;5.0;5.0;2.0
Quadra SQN 208 Bloco J,  Asa Norte, Brasília;Asa Norte;6100.0;22.0;;128.0;3.0;4.0;2.0
Quadra SQN 208 Bloco J,  Asa Norte, Brasília;Asa Norte;8500.0;22.0;;262.0;4.0;5.0;3.0
Quadra 209,  Aguas Sul, Águas Claras;Aguas Sul;2700.0;22.0;660.0;94.0;3.0;2.0;2.0
SHCES Quadra 1209 Bloco B,  Cruzeiro Novo, Cruzeiro;Cruzeiro Novo;1800.0;0.0;;71.0;3.0;2.0;
Quadra QE 32 Bloco A 101,  Guara II, Guará;Guara II;410.0;15.0;;27.0;1.0;1.0;
Quadra SQSW 300 Bloco O,  Sudoeste, Brasília;Sudoeste;12500.0;20.0;1350.0;179.0;4.0;5.0;2.0
Quadra SGAN 906,  Asa Norte, Brasília;Asa Norte;1300.0;7.0;247.0;32.0;1.0;0.0;
SHS Quadra 6 Conjunto A Bloco E 703,  Asa Sul, Brasília;Asa Sul;2917.0;15.0;817.0;32.0;;1.0;
SHS Quadra 6 Conjunto A Bloco E 1801 a 1803,  Asa Sul, Brasília;Asa Sul;11126.0;15.0;3108.0;123.0;;2.0;
Quadra SQN 313 Bloco J,  Asa Norte, Brasília;Asa Norte;3500.0;0.0;;90.0;3.0;1.0;
Rua das Figueiras,  Aguas Norte, Águas Claras;Aguas Norte;1000.0;6.0;;35.0;1.0;1.0;1.0
Quadra CCSW 4,  Sudoeste, Brasília;Sudoeste;1250.0;4.0;470.0;30.0;1.0;1.0;1.0
Quadra SQN 215,  Asa Norte, Brasília;Asa Norte;3400.0;1.0;777.0;117.0;3.0;3.0;1.0
Quadra SGAN 906,  Asa Norte, Brasília;Asa Norte;1100.0;3.0;250.0;27.0;;1.0;1.0
Quadra SQS 412 Bloco Q,  Asa Sul, Brasília;Asa Sul;1400.0;0.0;320.0;56.0;2.0;1.0;
Quadra SQS 415 Bloco B 307,  Asa Sul, Brasília;Asa Sul;2000.0;0.0;360.0;66.0;2.0;1.0;
Condominio San Diego,  Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;20000.0;8.0;;800.0;;;
Sia, Setor Industrial;Sia;5000.0;0.0;1121.0;39.0;;1.0;
Condominio Village Alvorada I,  Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;10500.0;1.0;498.0;700.0;4.0;5.0;3.0
Quadra QNO 4 Conjunto I,  Ceilandia Norte, Ceilândia;Ceilandia Norte;1200.0;1.0;;75.0;3.0;1.0;2.0
Rua 28,  Aguas Sul, Águas Claras;Aguas Sul;4500.0;1.0;;190.0;4.0;2.0;3.0
Quadra QC 12,  Jardins Mangueiral, São Sebastião;Jardins Mangueiral;1300.0;0.0;364.0;50.0;2.0;1.0;
SAUS Quadra 1 Bloco N Lote 1,  Asa Norte, Brasília;Asa Norte;1800.0;0.0;;45.0;;1.0;2.0
Setor SRTVS,  Asa Sul, Brasília;Asa Sul;800.0;0.0;550.0;34.0;;1.0;1.0
Quadra SHIS QI 9 Bloco A 52/60,  Lago Sul, Brasília;Lago Sul;13200.0;96.0;;82.0;;2.0;
Quadra SHIS QI 9 Bloco A 06,  Lago Sul, Brasília;Lago Sul;6600.0;96.0;;82.0;;1.0;
Quadra QNO 11,  Ceilandia Norte, Ceilândia;Ceilandia Norte;1350.0;94.0;;90.0;3.0;1.0;3.0
Setor SMAS,  Zona Industrial, Guará;Zona Industrial;1300.0;92.0;330.0;40.0;;;1.0
Quadra SCLRN 713 Bloco C,  Asa Norte, Brasília;Asa Norte;700.0;133.0;;27.0;0.0;1.0;
Quadra SGAN 912 Módulo C 0,  Asa Norte, Brasília;Asa Norte;1100.0;18.0;301.0;30.0;1.0;0.0;
Quadra QMSW 05 Lt. 07,  Sudoeste, Brasília;Sudoeste;860.0;49.0;220.0;29.0;1.0;1.0;1.0
SCN Quadra 1 Bloco F,  Asa Norte, Brasília;Asa Norte;3600.0;42.0;1561.0;93.0;;3.0;1.0
Quadra QR 212 Conjunto 18,  Samambaia Norte, Samambaia;Samambaia Norte;1300.0;28.0;;80.0;3.0;1.0;1.0
Quadra CLN 316 Bloco A,  Asa Norte, Brasília;Asa Norte;900.0;60.0;311.0;28.0;1.0;1.0;
SHN Quadra 1,  Asa Norte, Brasília;Asa Norte;800.0;128.0;476.0;26.0;;1.0;
Quadra QMSW 4,  Sudoeste, Brasília;Sudoeste;1600.0;0.0;;44.0;2.0;1.0;1.0
Quadra SHIS QI 23 Bloco A,  Lago Sul, Brasília;Lago Sul;1300.0;0.0;;32.0;;;
Quadra SGAS 910,  Asa Sul, Brasília;Asa Sul;1200.0;0.0;;27.0;;;
Quadra CLN 114 Bloco B,  Asa Norte, Brasília;Asa Norte;1100.0;0.0;;41.0;1.0;1.0;
Quadra SHIS QI 29 Conjunto 8,  Lago Sul, Brasília;Lago Sul;5000.0;0.0;;350.0;3.0;3.0;
Quadra SHIS QI 9 Bloco A 12, 18, 24,  Lago Sul, Brasília;Lago Sul;19800.0;30.0;;220.0;;2.0;
Quadra QNA 19,  Taguatinga Norte, Taguatinga;Taguatinga Norte;2700.0;115.0;;80.0;;1.0;
Condomínio Jardim Botânico V,  Setor Habitacional Jardim Botânico, Brasília;Setor Habitacional Jardim Botânico;9000.0;116.0;600.0;650.0;5.0;5.0;3.0
Rua Copaíba,  Aguas Norte, Águas Claras;Aguas Norte;1600.0;43.0;360.0;33.0;;1.0;1.0
Asa Sul, Brasília;Asa Sul;5000.0;0.0;1300.0;148.0;3.0;;1.0
Park Way, Brasília;Park Way;5500.0;0.0;;4000.0;4.0;;3.0
SHS Quadra 6 Conjunto A Bloco E 1807/1808,  Asa Sul, Brasília;Asa Sul;10311.0;112.0;2888.0;114.0;;2.0;
Quadra SQS 404 Bloco I,  Asa Sul, Brasília;Asa Sul;2300.0;0.0;529.0;80.0;3.0;2.0;
Quadra QS 11 Conjunto D,  Areal, Águas Claras;Areal;1000.0;107.0;;28.0;;;
Asa Sul, Brasília;Asa Sul;5000.0;0.0;880.0;103.0;3.0;;1.0
Quadra QE 40 Conjunto M 02,  Guara II, Guará;Guara II;960.0;103.0;140.0;50.0;2.0;1.0;1.0
Quadra QS 112,  Samambaia Sul, Samambaia;Samambaia Sul;600.0;102.0;40.0;45.0;2.0;1.0;
Quadra 104 Comércio Local s/n,  Centro, Recanto das Emas;Centro;5000.0;102.0;;200.0;;3.0;
Quadra SQN 104 Bloco E,  Asa Norte, Brasília;Asa Norte;3500.0;0.0;700.0;125.0;3.0;2.0;1.0
Rua Buriti,  Aguas Norte, Águas Claras;Aguas Norte;4000.0;28.0;;168.0;3.0;1.0;2.0
Quadra QS 401,  Samambaia Norte, Samambaia;Samambaia Norte;1200.0;0.0;;42.0;2.0;1.0;1.0
SBS Quadra 2,  Asa Sul, Brasília;Asa Sul;1100.0;0.0;;28.0;;1.0;
Quadra QSB AE,  Taguatinga Sul, Taguatinga;Taguatinga Sul;20000.0;0.0;;790.0;;10.0;
Avenida Buritís Quadra 204 lt 01,  Centro, Recanto das Emas;Centro;500.0;28.0;;;2.0;2.0;
Area ADE Conjunto 1,  Área de Desenvolvimento Econômico, Águas Claras;Área de Desenvolvimento Econômico;650.0;28.0;;;1.0;1.0;
Setor SRTVS,  Asa Sul, Brasília;Asa Sul;1400.0;0.0;633.0;70.0;;1.0;
Rua 20 511,  Aguas Sul, Águas Claras;Aguas Sul;500.0;0.0;420.0;30.0;1.0;1.0;
Quadra QE 40,  Guara II, Guará;Guara II;1060.0;162.0;;50.0;2.0;1.0;1.0
Setor SMAS,  Zona Industrial, Guará;Zona Industrial;180.0;162.0;110.0;12.0;;;
Quadra CNG 4,  Taguatinga Norte, Taguatinga;Taguatinga Norte;800.0;118.0;;45.0;2.0;1.0;
Quadra QE 13 Conjunto K,  Guara II, Guará;Guara II;2510.0;154.0;;100.0;5.0;2.0;1.0
Quadra SHIS QI 9 Bloco B 101,  Lago Sul, Brasília;Lago Sul;1400.0;135.0;410.0;28.0;;1.0;
Quadra QMSW 6,  Sudoeste, Brasília;Sudoeste;950.0;139.0;373.0;35.0;1.0;1.0;1.0
Lago Sul, Brasília;Lago Sul;28000.0;135.0;2000.0;1000.0;5.0;8.0;4.0
Quadra QS 11 Conjunto D,  Areal, Águas Claras;Areal;950.0;108.0;;60.0;2.0;1.0;
Asa Sul, Brasília;Asa Sul;3100.0;0.0;1114.0;147.0;2.0;;1.0
Quadra QND 47,  Taguatinga Norte, Taguatinga;Taguatinga Norte;11000.0;134.0;;;3.0;4.0;
Quadra SGAN 915 230,  Asa Norte, Brasília;Asa Norte;1800.0;0.0;326.0;27.0;1.0;1.0;1.0
Quadra CNA 4,  Taguatinga Norte, Taguatinga;Taguatinga Norte;480.0;22.0;;27.0;0.0;1.0;
Quadra SHIS QI 23 Bloco A,  Lago Sul, Brasília;Lago Sul;3000.0;0.0;;80.0;;;
Rua 24,  Guara II, Guará;Guara II;1000.0;217.0;;70.0;;;
SHS Quadra 2 1607,  Asa Sul, Brasília;Asa Sul;3500.0;27.0;;58.0;1.0;1.0;
SRES Quadra 2 Bloco B,  Cruzeiro Velho, Cruzeiro;Cruzeiro Velho;900.0;16.0;496.0;29.0;1.0;1.0;1.0
Via AV. COMERCIAL,  Centro, São Sebastião;Centro;900.0;0.0;;22.0;;0.0;
Quadra QNE 1,  Taguatinga Norte, Taguatinga;Taguatinga Norte;8000.0;365.0;;340.0;;2.0;
Setor SCS QD 01 LT 09 BL C,  Asa Sul, Brasília;Asa Sul;500.0;365.0;;32.0;;1.0;
Quadra SQSW 104 Bloco B,  Sudoeste, Brasília;Sudoeste;3400.0;15.0;514.0;70.0;3.0;0.0;
Quadra CLS 104 Bloco B LOJA 1,  Asa Sul, Brasília;Asa Sul;9000.0;105.0;;112.0;;;
Quadra SQN 312 Bloco K,  Asa Norte, Brasília;Asa Norte;3000.0;18.0;400.0;94.0;3.0;0.0;
Setor SMAS,  Zona Industrial, Guará;Zona Industrial;2100.0;365.0;543.0;67.0;;;1.0
Quadra SGAN 601,  Asa Norte, Brasília;Asa Norte;4000.0;365.0;658.0;61.0;;;
Quadra CLS 104 Bloco B LOJA 1,  Asa Sul, Brasília;Asa Sul;9000.0;105.0;;112.0;;;
Quadra SQN 312 Bloco K,  Asa Norte, Brasília;Asa Norte;3000.0;18.0;400.0;94.0;3.0;0.0;
Setor SMAS,  Zona Industrial, Guará;Zona Industrial;2100.0;365.0;543.0;67.0;;;1.0
Quadra SGAN 601,  Asa Norte, Brasília;Asa Norte;4000.0;365.0;658.0;61.0;;;
Quadra CLN 411 Bloco C,  Asa Norte, Brasília;Asa Norte;950.0;14.0;327.0;30.0;1.0;1.0;
SAUS Quadra 4,  Asa Sul, Brasília;Asa Sul;1600.0;365.0;940.0;54.0;;2.0;1.0
SIG Quadra 6,  Setor De Industrias, Brasília;Setor De Industrias;6000.0;365.0;;200.0;;2.0;
Alameda dos Eucaliptos Quadra 107 603,  Aguas Norte, Águas Claras;Aguas Norte;1060.0;5.0;320.0;32.0;1.0;1.0;1.0
SAUS Quadra 4,  Asa Sul, Brasília;Asa Sul;750.0;365.0;400.0;27.0;;;
Quadra QNB 1,  Taguatinga Norte, Taguatinga;Taguatinga Norte;6000.0;231.0;;400.0;6.0;4.0;3.0
Quadra SQNW 309 Bloco E,  Noroeste, Brasília;Noroeste;7900.0;20.0;1100.0;155.0;3.0;6.0;2.0
Quadra SHLS Blocos A ao F,  Asa Sul, Brasília;Asa Sul;1100.0;0.0;;36.0;;;
Setor SCIA Quadra 14 14,  Zona Industrial, Guará;Zona Industrial;9200.0;365.0;;720.0;;4.0;
Quadra CLN 405,  Asa Norte, Brasília;Asa Norte;750.0;365.0;395.0;30.0;1.0;1.0;
Quadra CLN 405,  Asa Norte, Brasília;Asa Norte;750.0;365.0;395.0;30.0;1.0;1.0;
Quadra C 2,  Taguatinga Centro, Taguatinga;Taguatinga Centro;6000.0;287.0;;340.0;;2.0;
Quadra QE 40 Área Especial 6A 205,  Guara II, Guará;Guara II;560.0;21.0;140.0;34.0;1.0;1.0;1.0
SMDB Conjunto 22,  Lago Sul, Brasília;Lago Sul;15000.0;365.0;;1000.0;4.0;0.0;4.0
Quadra SHCGN 709,  Asa Norte, Brasília;Asa Norte;1800.0;2.0;500.0;57.0;2.0;1.0;
Quadra SGAN 906,  Asa Norte, Brasília;Asa Norte;1200.0;9.0;242.0;27.0;1.0;1.0;1.0
Setor SMAS,  Zona Industrial, Guará;Zona Industrial;2300.0;353.0;776.0;76.0;;;1.0
Quadra CA 5,  Lago Norte, Brasília;Lago Norte;1200.0;58.0;359.0;30.0;1.0;1.0;1.0
SHS Quadra 6 Conjunto A Bloco C 1209/1210,  Asa Sul, Brasília;Asa Sul;5835.0;15.0;1582.0;64.0;;1.0;
SCN Quadra 1 Bloco F,  Asa Norte, Brasília;Asa Norte;2200.0;128.0;994.0;62.0;;2.0;
Quadra SQN 311 Bloco A,  Asa Norte, Brasília;Asa Norte;3700.0;15.0;650.0;96.0;3.0;1.0;1.0
Quadra SCRN 704/705 Bloco G,  Asa Norte, Brasília;Asa Norte;900.0;105.0;;45.0;1.0;1.0;
Rua Copaíba,  Aguas Norte, Águas Claras;Aguas Norte;1435.0;287.0;;35.0;;1.0;1.0
